position,temperature
307,66.416976
308,66.314319
309,66.211725
310,66.109194
311,66.006727
312,65.904323
313,65.801984
314,65.699708
315,65.597497
316,65.495350
317,65.393268
318,65.291250
319,65.189298
320,65.087410
321,64.985587
322,64.883830
323,64.782138
324,64.680512
325,64.578952
326,64.477458
327,64.376030
328,64.274668
329,64.173373
330,64.072144
331,63.970982
332,63.869887
333,63.768859
334,63.667899
335,63.567006
336,63.466180
337,63.365422
338,63.264732
339,63.164110
340,63.063557
341,62.963071
342,62.862655
343,62.762306
344,62.662027
345,62.561817
346,62.461675
347,62.361603
348,62.261601
349,62.161668
350,62.061804
351,61.962011
352,61.862288
353,61.762635
354,61.663052
355,61.563539
356,61.464098
357,61.364727
358,61.265427
359,61.166198
360,61.067040
361,60.967954
362,60.868939
363,60.769995
364,60.671124
365,60.572325
366,60.473597
367,60.374942
368,60.276359
369,60.177849
370,60.079412
371,59.981047
372,59.882755
373,59.784537
374,59.686391
375,59.588319
376,59.490321
377,59.392396
378,59.294545
379,59.196768
380,59.099065
381,59.001436
382,58.903882
383,58.806402
384,58.708997
385,58.611666
386,58.514411
387,58.417230
388,58.320125
389,58.223095
390,58.126141
391,58.029262
392,57.932458
393,57.835731
394,57.739080
395,57.642505
396,57.546006
397,57.449583
398,57.353237
399,57.256968
400,57.160775
401,57.064660
402,56.968621
403,56.872660
404,56.776776
405,56.680969
406,56.585240
407,56.489588
408,56.394015
409,56.298519
410,56.203102
411,56.107763
412,56.012502
413,55.917319
414,55.822215
415,55.727190
416,55.632244
417,55.537376
418,55.442588
419,55.347879
420,55.253249
421,55.158699
422,55.064228
423,54.969837
424,54.875526
425,54.781295
426,54.687143
427,54.593072
428,54.499082
429,54.405171
430,54.311342
431,54.217593
432,54.123924
433,54.030337
434,53.936830
435,53.843405
436,53.750061
437,53.656798
438,53.563617
439,53.470518
440,53.377500
441,53.284564
442,53.191710
443,53.098937
444,53.006247
445,52.913640
446,52.821115
447,52.728672
448,52.636312
449,52.544034
450,52.451839
451,52.359728
452,52.267699
453,52.175754
454,52.083891
455,51.992112
456,51.900417
457,51.808805
458,51.717277
459,51.625833
460,51.534473
461,51.443196
462,51.352004
463,51.260896
464,51.169872
465,51.078933
466,50.988078
467,50.897308
468,50.806623
469,50.716022
470,50.625507
471,50.535076
472,50.444731
473,50.354470
474,50.264296
475,50.174206
476,50.084202
477,49.994284
478,49.904452
479,49.814705
480,49.725045
481,49.635470
482,49.545982
483,49.456579
484,49.367263
485,49.278034
486,49.188891
487,49.099834
488,49.010865
489,48.921982
490,48.833186
491,48.744477
492,48.655855
493,48.567320
494,48.478872
495,48.390512
496,48.302239
497,48.214054
498,48.125956
499,48.037946
500,47.950024
501,47.862190
502,47.774443
503,47.686785
504,47.599215
505,47.511733
506,47.424340
507,47.337034
508,47.249818
509,47.162689
510,47.075650
511,46.988699
512,46.901837
513,46.815064
514,46.728380
515,46.641785
516,46.555279
517,46.468863
518,46.382535
519,46.296297
520,46.210149
521,46.124090
522,46.038121
523,45.952241
524,45.866451
525,45.780752
526,45.695142
527,45.609622
528,45.524192
529,45.438852
530,45.353602
531,45.268443
532,45.183374
533,45.098396
534,45.013508
535,44.928711
536,44.844005
537,44.759389
538,44.674864
539,44.590430
540,44.506087
541,44.421835
542,44.337674
543,44.253605
544,44.169626
545,44.085739
546,44.001943
547,43.918239
548,43.834626
549,43.751105
550,43.667676
551,43.584338
552,43.501092
553,43.417938
554,43.334875
555,43.251905
556,43.169027
557,43.086241
558,43.003547
559,42.920945
560,42.838436
561,42.756019
562,42.673694
563,42.591462
564,42.509323
565,42.427276
566,42.345321
567,42.263460
568,42.181691
569,42.100015
570,42.018432
571,41.936942
572,41.855544
573,41.774240
574,41.693029
575,41.611912
576,41.530887
577,41.449956
578,41.369118
579,41.288373
580,41.207722
581,41.127165
582,41.046701
583,40.966330
584,40.886054
585,40.805870
586,40.725781
587,40.645786
588,40.565884
589,40.486076
590,40.406363
591,40.326743
592,40.247217
593,40.167786
594,40.088448
595,40.009205
596,39.930056
597,39.851001
598,39.772041
599,39.693175
600,39.614403
601,39.535726
602,39.457144
603,39.378656
604,39.300262
605,39.221963
606,39.143759
607,39.065650
608,38.987635
609,38.909715
610,38.831890
611,38.754160
612,38.676525
613,38.598985
614,38.521540
615,38.444190
616,38.366935
617,38.289775
618,38.212710
619,38.135741
620,38.058866
621,37.982087
622,37.905403
623,37.828815
624,37.752322
625,37.675924
626,37.599622
627,37.523415
628,37.447304
629,37.371288
630,37.295368
631,37.219543
632,37.143815
633,37.068181
634,36.992644
635,36.917202
636,36.841856
637,36.766605
638,36.691451
639,36.616392
640,36.541429
641,36.466563
642,36.391792
643,36.317116
644,36.242537
645,36.168054
646,36.093667
647,36.019376
648,35.945181
649,35.871082
650,35.797080
651,35.723173
652,35.649363
653,35.575648
654,35.502030
655,35.428508
656,35.355083
657,35.281754
658,35.208521
659,35.135384
660,35.062344
661,34.989399
662,34.916552
663,34.843801
664,34.771146
665,34.698587
666,34.626125
667,34.553760
668,34.481491
669,34.409318
670,34.337242
671,34.265262
672,34.193379
673,34.121593
674,34.049903
675,33.978310
676,33.906813
677,33.835413
678,33.764109
679,33.692902
680,33.621792
681,33.550778
682,33.479861
683,33.409041
684,33.338317
685,33.267690
686,33.197160
687,33.126726
688,33.056390
689,32.986149
690,32.916006
691,32.845959
692,32.776009
693,32.706156
694,32.636400
695,32.566740
696,32.497177
697,32.427711
698,32.358341
699,32.289069
700,32.219893
701,32.150814
702,32.081831
703,32.012946
704,31.944157
705,31.875465
706,31.806870
707,31.738372
708,31.669970
709,31.601665
710,31.533457
711,31.465346
712,31.397331
713,31.329414
714,31.261593
715,31.193869
716,31.126241
717,31.058711
718,30.991277
719,30.923940
720,30.856700
721,30.789556
722,30.722509
723,30.655559
724,30.588706
725,30.521950
726,30.455290
727,30.388727
728,30.322260
729,30.255891
730,30.189618
731,30.123441
732,30.057362
733,29.991379
734,29.925493
735,29.859703
736,29.794010
737,29.728414
738,29.662914
739,29.597511
740,29.532204
741,29.466994
742,29.401881
743,29.336864
744,29.271944
745,29.207120
746,29.142393
747,29.077762
748,29.013228
749,28.948790
750,28.884448
751,28.820204
752,28.756055
753,28.692003
754,28.628047
755,28.564188
756,28.500425
757,28.436758
758,28.373188
759,28.309714
760,28.246336
761,28.183055
762,28.119870
763,28.056781
764,27.993788
765,27.930891
766,27.868091
767,27.805387
768,27.742778
769,27.680266
770,27.617850
771,27.555530
772,27.493306
773,27.431178
774,27.369146
775,27.307210
776,27.245370
777,27.183626
778,27.121978
779,27.060425
780,26.998968
781,26.937608
782,26.876342
783,26.815173
784,26.754099
785,26.693121
786,26.632239
787,26.571453
788,26.510761
789,26.450166
790,26.389666
791,26.329262
792,26.268953
793,26.208739
794,26.148621
795,26.088598
796,26.028671
797,25.968839
798,25.909102
799,25.849461
800,25.789915
801,25.730464
802,25.671108
803,25.611847
804,25.552682
805,25.493611
806,25.434636
807,25.375755
808,25.316970
809,25.258279
810,25.199683
811,25.141182
812,25.082776
813,25.024465
814,24.966248
815,24.908126
816,24.850099
817,24.792167
818,24.734328
819,24.676585
820,24.618936
821,24.561382
822,24.503921
823,24.446556
824,24.389284
825,24.332107
826,24.275025
827,24.218036
828,24.161142
829,24.104341
830,24.047635
831,23.991023
832,23.934505
833,23.878081
834,23.821751
835,23.765515
836,23.709372
837,23.653323
838,23.597369
839,23.541507
840,23.485740
841,23.430066
842,23.374485
843,23.318999
844,23.263605
845,23.208305
846,23.153099
847,23.097985
848,23.042965
849,22.988039
850,22.933205
851,22.878465
852,22.823817
853,22.769263
854,22.714802
855,22.660433
856,22.606158
857,22.551975
858,22.497885
859,22.443888
860,22.389984
861,22.336172
862,22.282453
863,22.228826
864,22.175292
865,22.121850
866,22.068501
867,22.015244
868,21.962079
869,21.909006
870,21.856026
871,21.803138
872,21.750341
873,21.697637
874,21.645025
875,21.592504
876,21.540076
877,21.487739
878,21.435494
879,21.383340
880,21.331278
881,21.279308
882,21.227429
883,21.175642
884,21.123946
885,21.072341
886,21.020828
887,20.969406
888,20.918075
889,20.866835
890,20.815686
891,20.764628
892,20.713660
893,20.662784
894,20.611999
895,20.561304
896,20.510700
897,20.460186
898,20.409763
899,20.359431
900,20.309189
901,20.259037
902,20.208976
903,20.159005
904,20.109124
905,20.059333
906,20.009632
907,19.960021
908,19.910500
909,19.861069
910,19.811727
911,19.762476
912,19.713314
913,19.664241
914,19.615259
915,19.566365
916,19.517561
917,19.468846
918,19.420221
919,19.371685
920,19.323238
921,19.274880
922,19.226611
923,19.178430
924,19.130339
925,19.082337
926,19.034423
927,18.986598
928,18.938861
929,18.891213
930,18.843654
931,18.796183
932,18.748800
933,18.701505
934,18.654299
935,18.607180
936,18.560150
937,18.513208
938,18.466353
939,18.419587
940,18.372908
941,18.326316
942,18.279813
943,18.233397
944,18.187068
945,18.140827
946,18.094673
947,18.048606
948,18.002627
949,17.956734
950,17.910929
951,17.865210
952,17.819579
953,17.774034
954,17.728576
955,17.683204
956,17.637919
957,17.592721
958,17.547609
959,17.502584
960,17.457644
961,17.412791
962,17.368024
963,17.323343
964,17.278748
965,17.234239
966,17.189816
967,17.145479
968,17.101227
969,17.057061
970,17.012980
971,16.968985
972,16.925075
973,16.881250
974,16.837510
975,16.793856
976,16.750287
977,16.706803
978,16.663403
979,16.620088
980,16.576859
981,16.533713
982,16.490653
983,16.447676
984,16.404785
985,16.361977
986,16.319254
987,16.276615
988,16.234060
989,16.191589
990,16.149202
991,16.106899
992,16.064679
993,16.022543
994,15.980491
995,15.938523
996,15.896637
997,15.854836
998,15.813117
999,15.771482
1000,15.729929
1001,15.688460
1002,15.647074
1003,15.605770
1004,15.564550
1005,15.523412
1006,15.482356
1007,15.441383
1008,15.400493
1009,15.359685
1010,15.318959
1011,15.278315
1012,15.237754
1013,15.197274
1014,15.156877
1015,15.116561
1016,15.076327
1017,15.036174
1018,14.996104
1019,14.956114
1020,14.916207
1021,14.876380
1022,14.836635
1023,14.796971
1024,14.757388
1025,14.717886
1026,14.678464
1027,14.639124
1028,14.599864
1029,14.560685
1030,14.521587
1031,14.482569
1032,14.443631
1033,14.404774
1034,14.365997
1035,14.327300
1036,14.288683
1037,14.250146
1038,14.211689
1039,14.173311
1040,14.135013
1041,14.096795
1042,14.058656
1043,14.020597
1044,13.982617
1045,13.944716
1046,13.906894
1047,13.869152
1048,13.831488
1049,13.793903
1050,13.756397
1051,13.718970
1052,13.681621
1053,13.644351
1054,13.607159
1055,13.570045
1056,13.533010
1057,13.496053
1058,13.459174
1059,13.422372
1060,13.385649
1061,13.349003
1062,13.312436
1063,13.275945
1064,13.239532
1065,13.203197
1066,13.166939
1067,13.130758
1068,13.094654
1069,13.058628
1070,13.022678
1071,12.986805
1072,12.951009
1073,12.915289
1074,12.879646
1075,12.844080
1076,12.808590
1077,12.773176
1078,12.737838
1079,12.702577
1080,12.667392
1081,12.632282
1082,12.597248
1083,12.562290
1084,12.527408
1085,12.492601
1086,12.457870
1087,12.423214
1088,12.388633
1089,12.354128
1090,12.319697
1091,12.285342
1092,12.251061
1093,12.216855
1094,12.182724
1095,12.148667
1096,12.114685
1097,12.080778
1098,12.046944
1099,12.013185
1100,11.979500
1101,11.945889
1102,11.912352
1103,11.878889
1104,11.845499
1105,11.812184
1106,11.778941
1107,11.745772
1108,11.712677
1109,11.679655
1110,11.646706
1111,11.613830
1112,11.581027
1113,11.548296
1114,11.515639
1115,11.483054
1116,11.450542
1117,11.418103
1118,11.385735
1119,11.353440
1120,11.321218
1121,11.289067
1122,11.256988
1123,11.224982
1124,11.193047
1125,11.161183
1126,11.129392
1127,11.097672
1128,11.066023
1129,11.034446
1130,11.002940
1131,10.971505
1132,10.940141
1133,10.908847
1134,10.877625
1135,10.846474
1136,10.815393
1137,10.784382
1138,10.753443
1139,10.722573
1140,10.691774
1141,10.661044
1142,10.630385
1143,10.599796
1144,10.569277
1145,10.538827
1146,10.508447
1147,10.478137
1148,10.447896
1149,10.417724
1150,10.387622
1151,10.357589
1152,10.327625
1153,10.297730
1154,10.267903
1155,10.238146
1156,10.208457
1157,10.178836
1158,10.149285
1159,10.119801
1160,10.090386
1161,10.061039
1162,10.031760
1163,10.002549
1164,9.973406
1165,9.944330
1166,9.915322
1167,9.886382
1168,9.857509
1169,9.828704
1170,9.799966
1171,9.771295
1172,9.742691
1173,9.714154
1174,9.685684
1175,9.657281
1176,9.628945
1177,9.600675
1178,9.572471
1179,9.544334
1180,9.516263
1181,9.488258
1182,9.460320
1183,9.432447
1184,9.404640
1185,9.376899
1186,9.349224
1187,9.321614
1188,9.294070
1189,9.266591
1190,9.239177
1191,9.211829
1192,9.184545
1193,9.157327
1194,9.130173
1195,9.103084
1196,9.076060
1197,9.049100
1198,9.022205
1199,8.995374
1200,8.968608
1201,8.941905
1202,8.915267
1203,8.888693
1204,8.862182
1205,8.835735
1206,8.809352
1207,8.783033
1208,8.756777
1209,8.730584
1210,8.704455
1211,8.678388
1212,8.652385
1213,8.626445
1214,8.600567
1215,8.574753
1216,8.549001
1217,8.523311
1218,8.497684
1219,8.472120
1220,8.446617
1221,8.421177
1222,8.395799
1223,8.370482
1224,8.345228
1225,8.320035
1226,8.294904
1227,8.269835
1228,8.244827
1229,8.219880
1230,8.194995
1231,8.170170
1232,8.145407
1233,8.120705
1234,8.096063
1235,8.071483
1236,8.046962
1237,8.022503
1238,7.998104
1239,7.973765
1240,7.949486
1241,7.925268
1242,7.901110
1243,7.877011
1244,7.852973
1245,7.828994
1246,7.805075
1247,7.781215
1248,7.757415
1249,7.733674
1250,7.709992
1251,7.686369
1252,7.662806
1253,7.639301
1254,7.615855
1255,7.592468
1256,7.569140
1257,7.545870
1258,7.522659
1259,7.499505
1260,7.476410
1261,7.453374
1262,7.430395
1263,7.407474
1264,7.384611
1265,7.361806
1266,7.339058
1267,7.316368
1268,7.293735
1269,7.271160
1270,7.248642
1271,7.226181
1272,7.203776
1273,7.181429
1274,7.159139
1275,7.136906
1276,7.114729
1277,7.092608
1278,7.070544
1279,7.048536
1280,7.026585
1281,7.004690
1282,6.982850
1283,6.961067
1284,6.939340
1285,6.917668
1286,6.896051
1287,6.874491
1288,6.852986
1289,6.831536
1290,6.810141
1291,6.788801
1292,6.767517
1293,6.746287
1294,6.725112
1295,6.703992
1296,6.682927
1297,6.661916
1298,6.640960
1299,6.620057
1300,6.599210
1301,6.578416
1302,6.557676
1303,6.536990
1304,6.516358
1305,6.495780
1306,6.475256
1307,6.454785
1308,6.434367
1309,6.414003
1310,6.393692
1311,6.373434
1312,6.353229
1313,6.333077
1314,6.312978
1315,6.292932
1316,6.272938
1317,6.252997
1318,6.233109
1319,6.213272
1320,6.193488
1321,6.173756
1322,6.154077
1323,6.134449
1324,6.114873
1325,6.095349
1326,6.075876
1327,6.056455
1328,6.037086
1329,6.017768
1330,5.998501
1331,5.979285
1332,5.960121
1333,5.941007
1334,5.921945
1335,5.902933
1336,5.883972
1337,5.865061
1338,5.846201
1339,5.827391
1340,5.808632
1341,5.789923
1342,5.771264
1343,5.752655
1344,5.734096
1345,5.715586
1346,5.697127
1347,5.678717
1348,5.660356
1349,5.642045
1350,5.623784
1351,5.605571
1352,5.587408
1353,5.569294
1354,5.551229
1355,5.533212
1356,5.515245
1357,5.497326
1358,5.479455
1359,5.461633
1360,5.443860
1361,5.426134
1362,5.408457
1363,5.390828
1364,5.373247
1365,5.355714
1366,5.338229
1367,5.320791
1368,5.303401
1369,5.286058
1370,5.268763
1371,5.251516
1372,5.234315
1373,5.217162
1374,5.200055
1375,5.182996
1376,5.165983
1377,5.149017
1378,5.132098
1379,5.115226
1380,5.098400
1381,5.081620
1382,5.064886
1383,5.048199
1384,5.031558
1385,5.014963
1386,4.998413
1387,4.981910
1388,4.965452
1389,4.949040
1390,4.932673
1391,4.916352
1392,4.900076
1393,4.883846
1394,4.867660
1395,4.851520
1396,4.835425
1397,4.819374
1398,4.803368
1399,4.787407
1400,4.771491
1401,4.755619
1402,4.739791
1403,4.724008
1404,4.708269
1405,4.692574
1406,4.676924
1407,4.661317
1408,4.645754
1409,4.630234
1410,4.614759
1411,4.599327
1412,4.583938
1413,4.568593
1414,4.553291
1415,4.538033
1416,4.522817
1417,4.507645
1418,4.492515
1419,4.477429
1420,4.462385
1421,4.447384
1422,4.432425
1423,4.417509
1424,4.402635
1425,4.387803
1426,4.373014
1427,4.358267
1428,4.343562
1429,4.328899
1430,4.314277
1431,4.299698
1432,4.285160
1433,4.270663
1434,4.256208
1435,4.241795
1436,4.227423
1437,4.213092
1438,4.198802
1439,4.184553
1440,4.170345
1441,4.156178
1442,4.142052
1443,4.127967
1444,4.113922
1445,4.099917
1446,4.085953
1447,4.072030
1448,4.058146
1449,4.044303
1450,4.030500
1451,4.016736
1452,4.003013
1453,3.989330
1454,3.975686
1455,3.962081
1456,3.948517
1457,3.934991
1458,3.921505
1459,3.908059
1460,3.894651
1461,3.881283
1462,3.867953
1463,3.854663
1464,3.841411
1465,3.828198
1466,3.815024
1467,3.801889
1468,3.788791
1469,3.775733
1470,3.762712
1471,3.749730
1472,3.736786
1473,3.723880
1474,3.711012
1475,3.698181
1476,3.685389
1477,3.672634
1478,3.659917
1479,3.647238
1480,3.634595
1481,3.621991
1482,3.609423
1483,3.596893
1484,3.584400
1485,3.571944
1486,3.559525
1487,3.547142
1488,3.534797
1489,3.522488
1490,3.510215
1491,3.497980
1492,3.485780
1493,3.473617
1494,3.461491
1495,3.449400
1496,3.437346
1497,3.425327
1498,3.413345
1499,3.401398
1500,3.389487
1501,3.377612
1502,3.365772
1503,3.353968
1504,3.342200
1505,3.330466
1506,3.318768
1507,3.307105
1508,3.295478
1509,3.283885
1510,3.272327
1511,3.260804
1512,3.249316
1513,3.237862
1514,3.226443
1515,3.215059
1516,3.203709
1517,3.192393
1518,3.181112
1519,3.169865
1520,3.158652
1521,3.147473
1522,3.136328
1523,3.125217
1524,3.114140
1525,3.103096
1526,3.092086
1527,3.081110
1528,3.070167
1529,3.059257
1530,3.048381
1531,3.037538
1532,3.026728
1533,3.015951
1534,3.005207
1535,2.994496
1536,2.983818
1537,2.973173
1538,2.962560
1539,2.951980
1540,2.941433
1541,2.930917
1542,2.920435
1543,2.909984
1544,2.899566
1545,2.889180
1546,2.878826
1547,2.868504
1548,2.858213
1549,2.847955
1550,2.837728
1551,2.827533
1552,2.817370
1553,2.807238
1554,2.797137
1555,2.787068
1556,2.777030
1557,2.767023
1558,2.757047
1559,2.747103
1560,2.737189
1561,2.727306
1562,2.717454
1563,2.707633
1564,2.697843
1565,2.688083
1566,2.678353
1567,2.668654
1568,2.658985
1569,2.649347
1570,2.639739
1571,2.630160
1572,2.620612
1573,2.611094
1574,2.601606
1575,2.592148
1576,2.582719
1577,2.573320
1578,2.563951
1579,2.554611
1580,2.545300
1581,2.536019
1582,2.526768
1583,2.517545
1584,2.508352
1585,2.499187
1586,2.490052
1587,2.480946
1588,2.471868
1589,2.462820
1590,2.453800
1591,2.444808
1592,2.435845
1593,2.426911
1594,2.418005
1595,2.409128
1596,2.400278
1597,2.391457
1598,2.382665
1599,2.373900
1600,2.365163
1601,2.356454
1602,2.347773
1603,2.339119
1604,2.330494
1605,2.321896
1606,2.313325
1607,2.304782
1608,2.296267
1609,2.287778
1610,2.279317
1611,2.270884
1612,2.262477
1613,2.254097
1614,2.245745
1615,2.237419
1616,2.229120
1617,2.220848
1618,2.212603
1619,2.204384
1620,2.196192
1621,2.188027
1622,2.179887
1623,2.171774
1624,2.163688
1625,2.155628
1626,2.147593
1627,2.139585
1628,2.131603
1629,2.123647
1630,2.115717
1631,2.107813
1632,2.099934
1633,2.092081
1634,2.084253
1635,2.076452
1636,2.068675
1637,2.060924
1638,2.053198
1639,2.045498
1640,2.037823
1641,2.030173
1642,2.022548
1643,2.014948
1644,2.007373
1645,1.999823
1646,1.992297
1647,1.984797
1648,1.977321
1649,1.969869
1650,1.962442
1651,1.955040
1652,1.947662
1653,1.940308
1654,1.932979
1655,1.925674
1656,1.918393
1657,1.911136
1658,1.903903
1659,1.896694
1660,1.889509
1661,1.882347
1662,1.875210
1663,1.868096
1664,1.861006
1665,1.853939
1666,1.846896
1667,1.839876
1668,1.832880
1669,1.825906
1670,1.818957
1671,1.812030
1672,1.805126
1673,1.798246
1674,1.791388
1675,1.784554
1676,1.777742
1677,1.770953
1678,1.764186
1679,1.757443
1680,1.750722
1681,1.744024
1682,1.737348
1683,1.730694
1684,1.724063
1685,1.717454
1686,1.710867
1687,1.704303
1688,1.697761
1689,1.691240
1690,1.684742
1691,1.678266
1692,1.671811
1693,1.665378
1694,1.658967
1695,1.652578
1696,1.646210
1697,1.639864
1698,1.633540
1699,1.627236
1700,1.620955
1701,1.614694
1702,1.608455
1703,1.602237
1704,1.596040
1705,1.589864
1706,1.583710
1707,1.577576
1708,1.571463
1709,1.565371
1710,1.559300
1711,1.553249
1712,1.547219
1713,1.541210
1714,1.535221
1715,1.529253
1716,1.523306
1717,1.517378
1718,1.511471
1719,1.505584
1720,1.499718
1721,1.493871
1722,1.488045
1723,1.482239
1724,1.476452
1725,1.470686
1726,1.464939
1727,1.459212
1728,1.453505
1729,1.447818
1730,1.442150
1731,1.436502
1732,1.430874
1733,1.425265
1734,1.419675
1735,1.414104
1736,1.408553
1737,1.403022
1738,1.397509
1739,1.392015
1740,1.386541
1741,1.381085
1742,1.375649
1743,1.370231
1744,1.364833
1745,1.359453
1746,1.354092
1747,1.348749
1748,1.343425
1749,1.338120
1750,1.332833
1751,1.327565
1752,1.322315
1753,1.317084
1754,1.311870
1755,1.306675
1756,1.301499
1757,1.296340
1758,1.291200
1759,1.286077
1760,1.280973
1761,1.275886
1762,1.270818
1763,1.265767
1764,1.260734
1765,1.255718
1766,1.250721
1767,1.245741
1768,1.240778
1769,1.235834
1770,1.230906
1771,1.225996
1772,1.221103
1773,1.216228
1774,1.211370
1775,1.206529
1776,1.201705
1777,1.196898
1778,1.192109
1779,1.187336
1780,1.182581
1781,1.177842
1782,1.173120
1783,1.168415
1784,1.163727
1785,1.159055
1786,1.154400
1787,1.149761
1788,1.145140
1789,1.140534
1790,1.135945
1791,1.131373
1792,1.126817
1793,1.122277
1794,1.117753
1795,1.113246
1796,1.108754
1797,1.104279
1798,1.099820
1799,1.095377
1800,1.090950
1801,1.086539
1802,1.082143
1803,1.077764
1804,1.073400
1805,1.069052
1806,1.064720
1807,1.060403
1808,1.056102
1809,1.051816
1810,1.047546
1811,1.043291
1812,1.039052
1813,1.034827
1814,1.030619
1815,1.026425
1816,1.022247
1817,1.018084
1818,1.013936
1819,1.009802
1820,1.005684
1821,1.001581
1822,0.997493
1823,0.993420
1824,0.989362
1825,0.985318
1826,0.981289
1827,0.977275
1828,0.973275
1829,0.969290
1830,0.965320
1831,0.961364
1832,0.957422
1833,0.953495
1834,0.949582
1835,0.945684
1836,0.941800
1837,0.937930
1838,0.934074
1839,0.930233
1840,0.926405
1841,0.922592
1842,0.918793
1843,0.915007
1844,0.911236
1845,0.907478
1846,0.903734
1847,0.900005
1848,0.896288
1849,0.892586
1850,0.888897
1851,0.885222
1852,0.881560
1853,0.877912
1854,0.874278
1855,0.870656
1856,0.867049
1857,0.863454
1858,0.859873
1859,0.856306
1860,0.852751
1861,0.849210
1862,0.845682
1863,0.842167
1864,0.838665
1865,0.835176
1866,0.831700
1867,0.828237
1868,0.824787
1869,0.821350
1870,0.817925
1871,0.814514
1872,0.811115
